,Date,CNY,INR,USD,Net,Adjusted
108,2021-06-09,29611.70999800218,236788.53409853842,29667.480023987133,296067.72412052774,False
109,2021-06-10,29598.566762317314,236418.55201400942,29671.54517608688,295688.6639524136,False
110,2021-06-11,29756.2855905357,236418.55201400942,29679.675480286383,295854.5130848315,False
111,2021-06-14,29743.142354850832,236788.53409853842,29769.10882648092,296300.78527987015,False
112,2021-06-15,29749.71397269327,236788.53409853842,29748.783065982163,296287.03113721387,False
113,2021-06-16,29943.576699045036,237158.5161830674,29813.82549957819,296915.91838169063,False
114,2021-06-17,30193.29817705748,236788.53409853842,30008.952800366264,296990.7850759622,False
115,2021-06-18,30305.01568037884,238638.44452118326,30183.754340655578,299127.21454221767,False
116,2021-06-21,30183.440750293834,238638.44452118326,30139.03766755831,298960.9229390354,False
117,2021-06-22,30140.72523431802,239378.4086902412,30139.03766755831,299658.1715921175,False
118,2021-06-23,30163.725896766537,239748.39077477015,30216.275557453595,300128.39222899027,False
119,2021-06-24,30170.297514608967,239378.4086902412,30183.754340655578,299732.46054550575,False
120,2021-06-25,30167.01170568775,239378.4086902412,30159.363428057073,299704.783823986,False
121,2021-06-28,30190.012368136267,238638.44452118326,30167.49373225657,298995.9506215761,False
122,2021-06-29,30245.871119796942,239008.42660571221,30200.014949054595,299454.3126745637,False
123,2021-06-30,30374.017667724384,239008.42660571221,30200.014949054595,299582.4592224912,False
124,2021-07-01,30426.590610463845,239008.42660571221,30232.5361658526,299667.5533820287,False
125,2021-07-02,30305.01568037884,239378.4086902412,30301.64375154838,299985.0681221684,False
126,2021-07-06,30410.16156585776,239008.42660571221,30212.21040535384,299630.79857692384,False
127,2021-07-07,30439.733846148712,239748.39077477015,30391.077097742913,300579.2017186618,False
128,2021-07-08,30347.731196354653,239378.4086902412,30415.468010341418,300141.60789693723,False
129,2021-07-09,30076.53469398098,240611.04356184244,30076.53469398098,300764.1129498044,True
130,2021-07-12,30109.180449645784,240240.30235450526,29983.95435431803,300333.43715846905,False
131,2021-07-13,30015.25800413852,240121.43317042894,30015.230077880784,300151.9212524482,True
132,2021-07-14,30008.761982450156,240072.17040769674,30009.021300962107,300089.95369110897,True
133,2021-07-15,30008.17789821769,240065.4231857414,30007.98920208247,300081.59028604155,True
134,2021-07-16,29976.14326092071,239808.85934960784,29976.14326092071,299761.14587144926,True
135,2021-07-19,30060.397168784024,240483.5695551475,30060.32599562558,300604.29271955707,True
136,2021-07-20,30086.28619638121,240854.68617483138,30205.330918021737,301146.30328923435,False
137,2021-07-21,30051.77888656521,240414.96622092155,30051.79126752234,300518.53637500905,True
138,2021-07-22,30074.459474404124,240043.9554705806,30015.501703399477,300133.9166483842,False
139,2021-07-23,30103.620230197022,240043.9554705806,30019.533877190905,300167.10957796854,False
140,2021-07-26,30019.37804679533,240414.96622092155,30019.533877190905,300453.87814490777,False
141,2021-07-27,30031.59900259412,240254.46521340095,30031.61629902016,300317.68051501526,True
142,2021-07-28,29995.85870301297,241366.7544042037,30116.508470547873,301479.1215777645,False
143,2021-07-29,29846.399268400906,240625.22827700188,30072.041142604783,300543.6686880076,False
144,2021-07-30,29947.549666516727,239580.23734128886,29947.550737864232,299475.3377456698,True
145,2021-08-02,29908.559691904793,239580.23734128886,29999.984160031534,299488.7811932252,False
146,2021-08-03,29918.307185557773,239580.23734128886,29979.81745919796,299478.36198604456,False
147,2021-08-04,29980.041312026668,239951.10458175524,29931.41737719737,299862.56327097927,False
148,2021-08-05,29970.293818373688,239951.10458175524,29919.317356697225,299840.71575682616,False
149,2021-08-06,30152.24703322938,239580.23734128886,29878.983955030064,299611.46832954825,False
150,2021-08-09,30056.730722558146,240453.51630162253,30056.699792349886,300566.94681653054,True
151,2021-08-10,30092.300818087802,240824.58654282874,30048.629796433022,300965.51715734956,False
152,2021-08-11,30053.359770679468,240427.06979723665,30053.341603691417,300533.7711716075,True
153,2021-08-12,30095.410537767926,240427.06979723668,29916.074863427377,300438.555198432,False
154,2021-08-13,30033.229272001106,240267.95859451484,30033.362847232074,300334.55071374803,True
155,2021-08-16,30068.936743033533,240267.95859451484,30017.185436595264,300354.0807741437,False
156,2021-08-17,30011.32487526612,240090.1157436185,30011.25868101354,300112.6992998982,True
157,2021-08-18,30014.547394848993,240832.27993447977,30100.312861075894,300947.14019040467,False
158,2021-08-19,30067.819518155742,240542.3528766027,30067.80967952733,300677.98207428574,True
159,2021-08-20,30045.325691434882,240913.5602112888,30132.58481819334,301091.47072091704,False
160,2021-08-23,30085.99522241182,240692.25369169482,30086.51528000436,300864.764194111,True
161,2021-08-24,30039.43054856474,240315.44438851782,30039.355963905226,300394.2309009878,True
162,2021-08-25,30020.027320737052,239944.58722125157,30051.51600545046,300016.1305474391,False
