,Date,Govt,ESG,Shariah,Net,Adjusted
424,2022-09-09,25574.021105847,25980.929685336818,210361.60668470603,261916.55747588986,False
425,2022-09-12,25363.87542415368,26210.53275956739,209896.4621702014,261470.87035392248,False
426,2022-09-13,25422.90511002259,25074.444820842116,209315.03152707068,259812.38145793538,False
427,2022-09-14,25510.26904510858,25131.100124873035,209198.7453984445,259840.1145684261,False
428,2022-09-15,25493.740733065282,24758.36786151172,209082.45926981838,259334.5678643954,False
429,2022-09-16,25281.233863937203,24543.67407781561,208733.60088393991,258558.50882569273,False
430,2022-09-19,25340.263549806114,24728.549280442818,209198.7453984445,259267.55822869344,False
431,2022-09-20,25832.5354162341,25830.833710741703,206675.2096894015,258338.5788163773,True
432,2022-09-21,26265.30636250136,25426.881760225522,205639.53213527866,257331.72025800555,False
433,2022-09-22,25489.014238089123,25488.17303024975,203912.1139047129,254889.30117305176,True
434,2022-09-23,25593.1300937211,25082.025229140374,204027.0587265307,254702.21404939218,False
435,2022-09-26,25104.027702147625,24679.07544221296,201728.16229017542,251511.265434536,False
436,2022-09-27,24443.013083832975,24611.917144391722,201383.3278247221,250438.2580529468,False
437,2022-09-28,25261.412135079685,25123.5994135059,201268.38300290436,251653.39455148994,False
438,2022-09-29,25130.661990797664,24627.907215301544,201728.16229017542,251486.73149627462,False
439,2022-09-30,24806.2079290608,24276.12565528555,200003.98996290893,249086.32354725528,False
440,2022-10-03,25140.347186670406,24922.124520042194,200578.71407199776,250641.18577871035,False
441,2022-10-04,25306.314415581208,25306.905986793474,202454.86722867482,253068.0876310495,True
442,2022-10-05,25064.34753059545,25272.26056478293,200959.46195937207,251296.07005475045,False
443,2022-10-06,25076.391974624905,25076.574894001387,200614.1686566484,250767.13552527467,True
444,2022-10-07,24832.9557316863,24340.422449714843,200958.86654093815,250132.2447223393,False
445,2022-10-10,24917.801342418516,24917.006436678086,199351.8464489495,249186.65422804613,True
446,2022-10-11,25028.079280365248,24786.4996594793,198780.96487263523,248595.54381247977,False
447,2022-10-12,25150.88880216956,24721.246270879907,198438.4359268466,248310.57099989607,False
448,2022-10-13,24910.282392103967,25354.204140294012,197296.67277421808,247561.15930661606,False
449,2022-10-14,24704.764416839596,24724.50894030988,197753.37803526947,247182.65139241895,False
450,2022-10-17,24655.82807206195,24656.00682430317,197246.46448958287,246558.299385948,True
451,2022-10-18,24713.640697778883,24960.48028135657,196902.82953402612,246576.95051316157,False
452,2022-10-19,24263.707654155776,24738.46838558847,197246.46448958287,246248.6405293271,False
453,2022-10-20,23848.964904447323,24475.225709177717,196788.28454884051,245112.47516246556,False
454,2022-10-21,23419.140600204017,25049.285039663813,196330.1046080982,244798.530247966,False
455,2022-10-24,23225.593983673407,25372.788087783043,196330.1046080982,244928.48667955463,False
456,2022-10-25,24598.960562159886,24600.706861330356,196804.1805744973,246003.84799798753,True
457,2022-10-26,24693.00530826524,24692.48105576844,197543.91621942315,246929.40258345683,True
458,2022-10-27,24746.8880039596,24746.592600276323,197974.8880816505,247468.36868588644,True
459,2022-10-28,24814.22123878613,24814.81595643374,198517.74388268412,248146.781077904,True
460,2022-10-31,24637.343008881562,24677.387406711132,198632.89338609637,247947.62380168907,False
461,2022-11-01,24806.53088096419,24590.747668842538,198748.04288950862,248145.32143931533,False
462,2022-11-02,24698.865871457063,23915.555228901045,197366.24884856187,245980.66994891997,False
463,2022-11-03,24565.566335876803,23631.735397952187,197135.9498417374,245333.2515755664,False
464,2022-11-04,24152.850466099477,23984.26950376235,198632.89338609637,246770.01335595822,False
465,2022-11-07,23911.885921012086,24280.039643382734,198172.29537244746,246364.2209368423,False
466,2022-11-08,24173.35808695798,24495.145199470287,198287.44487585966,246955.94816228794,False
467,2022-11-09,24252.825117784665,23981.281926594464,198632.89338609637,246867.0004304755,False
468,2022-11-10,25185.921866846456,25424.281698681807,199323.79040656975,249933.99397209802,False
469,2022-11-11,25093.637572983203,25734.989724141615,201281.33196457766,252109.9592617025,False
470,2022-11-14,25032.114710407703,25424.281698681807,200935.88345434095,251392.27986343045,False
471,2022-11-15,25437.140222363098,25687.18848945549,201511.6309714021,252635.9596832207,False
472,2022-11-16,25993.409438149934,25427.269275849692,201051.0329577532,252471.71167175283,False
473,2022-11-17,25719.120009167484,25286.853148959206,201051.0329577532,252057.0061158799,False
474,2022-11-18,25542.24177926291,25406.356235674517,200935.88345434095,251884.48146927837,False
475,2022-11-21,25649.906788770044,25316.728920638034,201741.92997822657,252708.56568763463,False
476,2022-11-22,26013.917059008436,25720.0518383022,201857.07948163882,253591.04837894946,False
477,2022-11-23,26467.64817050277,25884.368582535746,202317.67749528773,254669.69424832624,False
478,2022-11-25,26377.927329246828,25842.542502185388,201857.07948163882,254077.54931307104,False
479,2022-11-28,26452.26745485889,25424.281698681807,203238.87352258555,255115.42267612624,False
480,2022-11-29,26142.08968937407,25388.430772667216,203123.72401917336,254654.24448121464,False
481,2022-11-30,26334.34863492251,26248.85299701744,202893.4250123489,255476.62664428883,False
482,2022-12-01,27111.07477493824,26317.56727187874,203814.6210396467,257243.26308646367,False
483,2022-12-02,27452.013971710814,26254.828151353202,204735.81706694455,258442.65919000856,False
484,2022-12-05,25663.204473024172,25663.204473024172,205301.91057704246,256628.31952309082,True
485,2022-12-06,25993.74674107335,25332.70027340639,205417.90035702952,256744.34737150924,False
486,2022-12-07,102922.87072174766,25777.302083375766,128892.52584337362,257592.69864849705,True
487,2022-12-08,102640.81297792266,25989.685692819778,129037.7568584084,257668.25552915083,False
488,2022-12-09,99970.66633637917,25753.02967086788,129182.98787344318,254906.68388069025,False
489,2022-12-12,100290.33177938087,26135.3201678671,128674.67932082144,255100.3312680694,False
490,2022-12-13,101258.73003318008,26271.852488223958,129546.06541103017,257076.64793243422,False
491,2022-12-14,101691.21857371175,26071.605085033898,129546.06541103017,257308.88906977582,False
492,2022-12-15,101841.64937041844,25434.454256701865,129546.06541103017,256822.16903815046,False
493,2022-12-16,25508.460084851118,25507.501986318133,203880.76737943507,254896.72945060433,True
494,2022-12-19,25079.786495524895,25273.403429264614,203422.60835161613,253775.79827640564,False
495,2022-12-20,25296.409402837464,25297.99041577218,202384.5394306294,252978.93924923905,True
496,2022-12-21,25359.992798474916,25677.3214923466,202841.13173616945,253878.44602699098,False
497,2022-12-22,25355.101768041266,25322.66235571198,202384.5394306294,253062.30355438264,False
498,2022-12-23,24983.38345508387,25433.686085441077,202270.39135424438,252687.46089476932,False
499,2022-12-27,24489.389381285226,25341.166310666827,202270.39135424438,252100.94704619644,False
500,2022-12-28,24345.103983492554,25005.011128987055,201585.5028959343,250935.6180084139,False
501,2022-12-29,24621.447202993775,25510.78589775295,202042.09520147435,252174.32830222108,False
502,2022-12-30,24347.549498709377,25387.426198053952,202955.27981255448,252690.2555093178,False
503,2023-01-03,24812.19738990612,25279.48646081733,201585.5028959343,251677.18674665777,False
504,2023-01-04,25152.12400504479,25507.701905260474,202156.24327785938,252816.06918816463,False
505,2023-01-05,25257.281159368267,25177.714708565658,201813.79904870433,252248.79491663826,False
506,2023-01-06,25410.460590108538,25410.460590108538,203282.0086462263,254102.92982644337,True
507,2023-01-09,25545.751119966502,25486.48518498081,203282.0086462263,254314.24495117363,False
508,2023-01-10,25340.26149731592,25340.805750786334,202726.11724236698,253407.18449046923,True
509,2023-01-11,25752.080344613394,25682.762646571096,203642.9114413149,255077.7544324994,False
510,2023-01-12,25658.839163224467,25658.839163224467,205268.9368975813,256586.61522403022,True
511,2023-01-13,25418.34707381414,25754.413933707903,204693.95388106146,255866.71488858352,False
