,Date,Close
0,2021-01-04,100.0
1,2021-01-05,100.09928665458874
2,2021-01-06,99.61378704369359
3,2021-01-07,99.46863624433718
4,2021-01-08,99.82518001209591
5,2021-01-11,100.24477080551848
6,2021-01-12,100.32551421726492
7,2021-01-13,99.90677028060205
8,2021-01-14,99.87710109205437
9,2021-01-15,99.81490092315025
10,2021-01-19,100.22993621124463
11,2021-01-20,100.10232585229379
12,2021-01-21,99.64534650444344
13,2021-01-22,99.74263708005302
14,2021-01-25,100.03143611622889
15,2021-01-26,99.83656577385673
16,2021-01-27,100.1849344923901
17,2021-01-28,100.24866365255873
18,2021-01-29,100.27852591382971
19,2021-02-01,100.7451414427073
20,2021-02-02,100.90472358954075
21,2021-02-03,100.83379819094812
22,2021-02-04,101.19729085873546
23,2021-02-05,100.83939862897348
24,2021-02-08,100.58846345461438
25,2021-02-09,100.07611244852632
26,2021-02-10,99.93700647238785
27,2021-02-11,99.98121871764472
28,2021-02-12,100.03429435992004
29,2021-02-16,99.9046021313774
30,2021-02-17,100.45005355774335
31,2021-02-18,100.13159970409147
32,2021-02-19,99.92814307536942
33,2021-02-22,99.3848003627458
34,2021-02-23,99.44883065914267
35,2021-02-24,99.4576765995219
36,2021-02-25,99.2572168479455
37,2021-02-26,100.19793422489738
38,2021-03-01,100.53178660055313
39,2021-03-02,100.2316529961113
40,2021-03-03,100.29503924556344
41,2021-03-04,101.05288948434588
42,2021-03-05,101.43990899823805
43,2021-03-08,101.65118762368373
44,2021-03-09,101.50029420454636
45,2021-03-10,101.19240270788717
46,2021-03-11,100.7878599221662
47,2021-03-12,100.85905390219423
48,2021-03-15,101.06913968034341
49,2021-03-16,101.10435936206508
50,2021-03-17,100.60955997618046
51,2021-03-18,100.92784227767244
52,2021-03-19,101.14847841797075
53,2021-03-22,101.04284017977925
54,2021-03-23,101.5180272311335
55,2021-03-24,101.92374037077288
56,2021-03-25,102.23358682222485
57,2021-03-26,102.17300257725557
58,2021-03-29,102.18912499616475
59,2021-03-30,102.38740070697344
60,2021-03-31,102.34884709653839
61,2021-04-01,102.26112511539276
62,2021-04-05,101.9252943881972
63,2021-04-06,101.6153308213148
64,2021-04-07,101.72447526896995
65,2021-04-08,101.45032674860137
66,2021-04-09,101.53848685616506
67,2021-04-12,101.44033843891636
68,2021-04-13,101.2650978466241
69,2021-04-14,101.04360802113641
70,2021-04-15,100.87097432417266
71,2021-04-16,100.77414133535771
72,2021-04-19,100.42098700989517
73,2021-04-20,100.49225700176898
74,2021-04-21,100.50216102564052
75,2021-04-22,100.57151864406345
76,2021-04-23,100.23543401169685
77,2021-04-26,100.11342417126032
78,2021-04-27,100.04309987879545
79,2021-04-28,99.8567769009991
80,2021-04-29,99.69835751761056
81,2021-04-30,100.36655692177385
82,2021-05-03,100.07584312172573
83,2021-05-04,100.37501336475015
84,2021-05-05,100.47041607885916
85,2021-05-06,100.07594337166003
86,2021-05-07,99.2830586277395
87,2021-05-10,99.10619980336676
88,2021-05-11,99.12271252700347
89,2021-05-12,99.62368323903522
90,2021-05-13,99.73664245463948
91,2021-05-14,99.44100272165235
92,2021-05-17,99.27042205584313
93,2021-05-18,98.85670384667179
94,2021-05-19,99.16706051474306
95,2021-05-20,98.98647293303812
96,2021-05-21,99.09428366772075
97,2021-05-24,98.92696165294387
98,2021-05-25,98.67774346316367
99,2021-05-26,99.11188775447931
100,2021-05-27,99.05021474218117
101,2021-05-28,99.10303274377019
102,2021-06-01,98.92690823570119
103,2021-06-02,98.98855181352533
104,2021-06-03,99.43502209212686
105,2021-06-04,99.27672519776827
106,2021-06-07,99.0325829405426
107,2021-06-08,99.14706387078742
108,2021-06-09,99.18228877240122
109,2021-06-10,99.14704181623605
110,2021-06-11,99.56969359827846
111,2021-06-14,99.69314659251613
112,2021-06-15,99.62905220512745
113,2021-06-16,100.23059953593861
114,2021-06-17,101.0586159656281
115,2021-06-18,101.4348670323455
116,2021-06-21,101.26727391110481
117,2021-06-22,101.1527347592279
118,2021-06-23,101.05600676075261
119,2021-06-24,101.07362816873366
120,2021-06-25,101.06481746474314
121,2021-06-28,101.12649239267684
122,2021-06-29,101.27627436051591
123,2021-06-30,101.77829474255572
124,2021-07-01,101.91926600640421
125,2021-07-02,101.66995708979383
126,2021-07-06,101.79349669108181
127,2021-07-07,102.0362246177361
128,2021-07-08,101.8662120370405
129,2021-07-09,101.7397053524858
130,2021-07-12,101.67129435529003
131,2021-07-13,102.21207720646903
132,2021-07-14,101.91170639763958
133,2021-07-15,102.09686287741977
134,2021-07-16,102.31645997146896
135,2021-07-19,102.49263595091489
136,2021-07-20,102.72051614168511
137,2021-07-21,102.44967016606208
138,2021-07-22,102.1660453522347
139,2021-07-23,102.1404015797708
140,2021-07-26,101.99600905247136
141,2021-07-27,101.64622869884876
142,2021-07-28,101.70524920439385
143,2021-07-29,101.21899841563136
144,2021-07-30,101.33686518040112
145,2021-08-02,101.3864847902673
146,2021-08-03,101.41293000731508
147,2021-08-04,101.50599055848208
148,2021-08-05,101.4795453414343
149,2021-08-06,101.97318939299291
150,2021-08-09,102.26049754361813
151,2021-08-10,102.35731251730455
152,2021-08-11,102.06739919928738
153,2021-08-12,102.13885941516143
154,2021-08-13,101.7765045805598
155,2021-08-16,101.87329067108857
156,2021-08-17,102.39457452287274
157,2021-08-18,102.47704166576122
158,2021-08-19,102.96151349289222
159,2021-08-20,103.63698343190511
160,2021-08-23,103.57711403648888
161,2021-08-24,102.84756413589724
162,2021-08-25,102.11907126877615
163,2021-08-26,101.9941062614678
164,2021-08-27,102.23410193635854
165,2021-08-30,101.94272411377156
166,2021-08-31,101.92509923166921
167,2021-09-01,101.76664933932872
168,2021-09-02,101.49859046170332
169,2021-09-03,101.25693989946795
170,2021-09-07,101.52418209491705
171,2021-09-08,101.79390897906629
172,2021-09-09,101.7995527093147
173,2021-09-10,101.8873689421689
174,2021-09-13,101.92258606437936
175,2021-09-14,101.86877246475588
176,2021-09-15,101.88285746031465
177,2021-09-16,102.05385582365625
178,2021-09-17,102.50865758290058
179,2021-09-20,102.69909985745707
180,2021-09-21,102.6638535163115
181,2021-09-22,102.89295473375762
182,2021-09-23,102.57573766344761
183,2021-09-24,102.62340177895939
184,2021-09-27,102.66148691180253
185,2021-09-28,102.92929346334037
186,2021-09-29,103.58665504897388
187,2021-09-30,103.66444049393564
188,2021-10-01,103.32321134866854
189,2021-10-04,102.96440102733548
190,2021-10-05,103.11367254448128
191,2021-10-06,103.36811032551464
192,2021-10-07,103.3242497920718
193,2021-10-08,103.11063064979432
194,2021-10-11,103.32993331700844
195,2021-10-12,103.42992486474442
196,2021-10-13,103.04372027050152
197,2021-10-14,102.78037239240274
198,2021-10-15,102.76259254035709
199,2021-10-18,102.77134390062201
200,2021-10-19,102.6313221363834
201,2021-10-20,102.35392110617619
202,2021-10-21,102.37870776023526
203,2021-10-22,102.39767790750074
204,2021-10-25,102.57270511279901
205,2021-10-26,102.61910441239361
206,2021-10-27,102.54034217000938
207,2021-10-28,102.09402279649879
208,2021-10-29,102.6850053695072
209,2021-11-01,102.55751545026348
210,2021-11-02,102.74104461453284
211,2021-11-03,102.61696815447532
212,2021-11-04,103.04554093765334
213,2021-11-05,103.17851990711024
214,2021-11-08,102.94211515938629
215,2021-11-09,102.78095403447696
216,2021-11-10,103.63614533236701
217,2021-11-11,104.00817602038903
218,2021-11-12,104.12424869144013
219,2021-11-15,104.20922104429684
220,2021-11-16,104.65501653209247
221,2021-11-17,104.73612485115964
222,2021-11-18,104.55883662615267
223,2021-11-19,104.94591096306345
224,2021-11-22,105.48155585792223
225,2021-11-23,105.4728147699262
226,2021-11-24,105.77875284978595
227,2021-11-26,105.19937457696338
228,2021-11-29,105.49410510374
229,2021-11-30,105.18816702388023
230,2021-12-01,105.32343580546795
231,2021-12-02,105.4688463154788
232,2021-12-03,105.38099437589328
233,2021-12-06,105.54904828730396
234,2021-12-07,105.51396660053875
235,2021-12-08,104.77989842274968
236,2021-12-09,105.12028657160408
237,2021-12-10,105.00372891185744
238,2021-12-13,105.23942922410127
239,2021-12-14,105.54068351066009
240,2021-12-15,105.64606413392606
241,2021-12-16,105.07729658163379
242,2021-12-17,105.46529775165175
243,2021-12-20,105.68071263513895
244,2021-12-21,105.62817332579333
245,2021-12-22,105.19420362205048
246,2021-12-23,105.0664921864858
247,2021-12-27,104.97039036836688
248,2021-12-28,105.06652341765714
249,2021-12-29,104.83056047849016
250,2021-12-30,104.86551795095933
251,2021-12-31,104.52132992291723
252,2022-01-03,105.0194739056031
253,2022-01-04,105.2212422822367
254,2022-01-05,104.97577706501664
255,2022-01-06,105.11022025824361
256,2022-01-07,104.73463460278607
257,2022-01-10,104.79504726967137
258,2022-01-11,104.55340381036306
259,2022-01-12,103.92873923955032
260,2022-01-13,103.51201454166966
261,2022-01-14,103.8439876782616
262,2022-01-18,104.48407914268738
263,2022-01-19,104.291984284871
264,2022-01-20,104.49280587790074
265,2022-01-21,104.40544844077593
266,2022-01-24,104.733502508285
267,2022-01-25,104.83463216501059
268,2022-01-26,105.30663363931137
269,2022-01-27,106.06246924074374
270,2022-01-28,106.22270731993227
271,2022-01-31,105.7451205465756
272,2022-02-01,105.37923219861543
273,2022-02-02,104.83254564248622
274,2022-02-03,104.52636417721119
275,2022-02-04,104.50243636720651
276,2022-02-07,104.50710256548234
277,2022-02-08,104.64247474176727
278,2022-02-09,104.51117925186067
279,2022-02-10,104.48880449198252
280,2022-02-11,105.0275070559668
281,2022-02-14,105.28111251872076
282,2022-02-15,104.94880191235347
283,2022-02-16,104.69519644959948
284,2022-02-17,104.70762686513841
285,2022-02-18,104.91750724810723
286,2022-02-22,104.99124478389695
287,2022-02-23,105.05565746193139
288,2022-02-24,105.80455524754937
289,2022-02-25,105.58282344572298
290,2022-02-28,105.58601026537049
291,2022-03-01,106.03979374045862
292,2022-03-02,106.02237610988603
293,2022-03-03,106.20991028918938
294,2022-03-04,106.96391971229488
295,2022-03-07,107.44248234811629
296,2022-03-08,107.40396214973535
297,2022-03-09,106.70035824926403
298,2022-03-10,107.00547314878858
299,2022-03-11,107.45745116112077
300,2022-03-14,107.39941412428658
301,2022-03-15,107.64943862987262
302,2022-03-16,107.05018967683466
303,2022-03-17,106.49012646598135
304,2022-03-18,106.44147347293018
305,2022-03-21,106.67541301288759
306,2022-03-22,106.66674901036033
307,2022-03-23,106.70036257035788
308,2022-03-24,106.76863214046446
309,2022-03-25,106.70129749247334
310,2022-03-28,106.94388956323651
311,2022-03-29,106.34607338885583
312,2022-03-30,105.81756923469321
313,2022-03-31,106.26809736611054
314,2022-04-01,106.54534544698271
315,2022-04-04,106.93626801082073
316,2022-04-05,107.27221638589393
317,2022-04-06,107.30350342483868
318,2022-04-07,107.59964801499919
319,2022-04-08,107.7235267066197
320,2022-04-11,107.83572759891358
321,2022-04-12,108.22698646159927
322,2022-04-13,107.79256307026989
323,2022-04-14,108.17241092233417
324,2022-04-18,108.64999884230721
325,2022-04-19,108.8858654018757
326,2022-04-20,108.31331551888661
327,2022-04-21,108.31128273884308
328,2022-04-22,109.11032095082278
329,2022-04-25,109.81439719978638
330,2022-04-26,110.36968127131802
331,2022-04-27,111.09687813257516
332,2022-04-28,111.67528281640028
333,2022-04-29,111.18598529475517
334,2022-05-02,112.0254099304858
335,2022-05-03,111.79232147581
336,2022-05-04,110.86656778279203
337,2022-05-05,111.54097834553305
338,2022-05-06,111.70981443931521
339,2022-05-09,111.94771377892722
340,2022-05-10,112.42733447894378
341,2022-05-11,112.36690413884263
342,2022-05-12,113.23019471171598
343,2022-05-13,113.14078895848527
344,2022-05-16,112.57401269554832
345,2022-05-17,111.69111164847901
346,2022-05-18,112.00167247627948
347,2022-05-19,111.30514666016187
348,2022-05-20,111.43702111977103
349,2022-05-23,110.50927648149194
350,2022-05-24,110.24092063561326
351,2022-05-25,110.4141329870711
352,2022-05-26,110.21493878289456
353,2022-05-27,110.0763689017283
354,2022-05-31,109.90367392157108
355,2022-06-01,110.51018792521215
356,2022-06-02,109.92099515671686
357,2022-06-03,110.07728034544853
358,2022-06-06,110.41492113191033
359,2022-06-07,110.31099372103562
360,2022-06-08,110.33736964617391
361,2022-06-09,111.08914378119377
362,2022-06-10,112.13786756765938
363,2022-06-13,113.10658197930847
364,2022-06-14,113.7331391082038
365,2022-06-15,113.41784028578084
366,2022-06-16,112.43559398823677
367,2022-06-17,113.28604813725445
368,2022-06-21,113.2240124692434
369,2022-06-22,112.82148204503545
370,2022-06-23,113.37517137376705
371,2022-06-24,113.15978345684354
372,2022-06-27,112.77739404820586
373,2022-06-28,113.27255742594554
374,2022-06-29,113.87188248323777
375,2022-06-30,113.50667700822974
376,2022-07-01,113.89680058953493
